cell,axis,axis_value,axis_label,scenario,family,part_order,world,policy15,delay,t_irrev,cap_strength,cap_share,containment_strength,mutation_rate,adversarial_pressure,initial_exploit_mass_scale,resource_concentration_pressure,catastrophe_severity,action_channel_cost_scale,n,R,R_ci_lo,R_ci_hi,capture_threshold,capture_threshold_ci_lo,capture_threshold_ci_hi,containment_timer_activity,containment_timer_activity_ci_lo,containment_timer_activity_ci_hi,permanence_probability,permanence_ci_lo,permanence_ci_hi,collapse_probability,collapse_ci_lo,collapse_ci_hi,capture_index,capture_index_ci_lo,capture_index_ci_hi,strict_zero_capture_probability,strict_zero_capture_ci_lo,strict_zero_capture_ci_hi,resource_hhi,resource_hhi_ci_lo,resource_hhi_ci_hi,max_lineage_share,max_lineage_share_ci_lo,max_lineage_share_ci_hi,exploitative_strategy_mass,exploitative_strategy_mass_ci_lo,exploitative_strategy_mass_ci_hi,cooperative_strategy_mass,cooperative_strategy_mass_ci_lo,cooperative_strategy_mass_ci_hi,strategy_diversity,strategy_diversity_ci_lo,strategy_diversity_ci_hi,response_diversity,response_diversity_ci_lo,response_diversity_ci_hi,welfare,welfare_ci_lo,welfare_ci_hi,minimum_zone_welfare,minimum_zone_welfare_ci_lo,minimum_zone_welfare_ci_hi,neighbor_harm_volume,neighbor_harm_volume_ci_lo,neighbor_harm_volume_ci_hi,aid_interception_volume,aid_interception_volume_ci_lo,aid_interception_volume_ci_hi,extraction_volume,extraction_volume_ci_lo,extraction_volume_ci_hi,deception_level,deception_level_ci_lo,deception_level_ci_hi,catastrophe_recovery_rate,catastrophe_recovery_rate_ci_lo,catastrophe_recovery_rate_ci_hi,mutation_survival,mutation_survival_ci_lo,mutation_survival_ci_hi,containment_cost,containment_cost_ci_lo,containment_cost_ci_hi,false_containment,false_containment_ci_lo,false_containment_ci_hi,delayed_consequence_true_harm_mi,delayed_consequence_true_harm_mi_ci_lo,delayed_consequence_true_harm_mi_ci_hi,irreversible_failures,irreversible_failures_ci_lo,irreversible_failures_ci_hi,containment_events,containment_events_ci_lo,containment_events_ci_hi,mutation_events,mutation_events_ci_lo,mutation_events_ci_hi,selection_delta_seen,selection_delta_seen_ci_lo,selection_delta_seen_ci_hi,initial_exploitative_strategy_mass,initial_exploitative_strategy_mass_ci_lo,initial_exploitative_strategy_mass_ci_hi,exploit_payoff_total,exploit_payoff_total_ci_lo,exploit_payoff_total_ci_hi,coop_payoff_total,coop_payoff_total_ci_lo,coop_payoff_total_ci_hi,no_strategy_observation_asserted,no_strategy_observation_asserted_ci_lo,no_strategy_observation_asserted_ci_hi,capture_component_resource_concentration,capture_component_resource_concentration_ci_lo,capture_component_resource_concentration_ci_hi,capture_component_exploit_mass,capture_component_exploit_mass_ci_lo,capture_component_exploit_mass_ci_hi,capture_component_neighbor_harm,capture_component_neighbor_harm_ci_lo,capture_component_neighbor_harm_ci_hi,capture_component_aid_interception,capture_component_aid_interception_ci_lo,capture_component_aid_interception_ci_hi,capture_component_coop_loss,capture_component_coop_loss_ci_lo,capture_component_coop_loss_ci_hi,viable_probability,robust
boundary,cap_tightness,1.65,share=0.12;strength=0.45,boundary,C,3,W3_catastrophe_ambiguity,anti_concentration_plus_delayed_harm_throttle,2,8,0.45,0.12,0.62,0.18,1.0,1.0,1.0,1.0,1.0,80,4.0,4.0,4.0,0.5,0.5,0.5,8.8,7.227741542166859,10.372258457833142,0.9,0.8148912101660255,0.9484530008223144,0.0,0.0,0.0458197362645751,0.4524549590270766,0.44274382280008806,0.46216609525406516,0.0,0.0,0.0458197362645751,0.22919121063898634,0.21740119366611668,0.240981227611856,0.19381965938116816,0.1823686382077077,0.2052706805546286,0.12437925544286439,0.11068228141129427,0.13807622947443451,0.8756207445543825,0.861923770522699,0.8893177185860661,0.16736017454963228,0.16132225037075076,0.1733980987285138,0.9301697424897359,0.9152974513114691,0.9450420336680028,0.9384290005650782,0.932875471696286,0.9439825294338703,0.7733371547987475,0.745592256155728,0.8010820534417671,0.3194027737981336,0.31344234276432403,0.32536320483194314,0.9061081869208472,0.8948015931843474,0.9174147806573469,1.0323312114947019,1.0197228608352154,1.0449395621541884,0.19354757112650195,0.1889149486918991,0.1981801935611048,0.9633337585047206,0.9593826879051454,0.9672848291042958,430.9875,416.0791452020471,445.89585479795295,0.012652752464760126,0.012015687510242883,0.013289817419277369,0.5077499999999999,0.46565492017385374,0.5498450798261462,0.012854458862291779,0.01195212649233645,0.013756791232247108,2.0625,1.8768729835382083,2.2481270164617917,127.15,117.89424410078665,136.40575589921335,430.9875,416.0791452020471,445.89585479795295,1.0,1.0,1.0,0.08172939420878271,0.07636124584875534,0.08709754256881008,9.899137568169673,-9.70934050129791,29.507615637637258,1131.0579653574364,1102.8925407322413,1159.2233899826315,1.0,1.0,1.0,0.33737171293678647,0.3036859501571589,0.37105747571641406,0.21444699214286964,0.1908315196746453,0.23806246461109398,1.0,1.0,1.0,0.7879201625398672,0.7780883418994327,0.7977519831803017,0.0,0.0,0.0,0.0,True
boundary,cap_tightness,1.8199999999999998,share=0.12;strength=0.62,boundary,A,1,W3_catastrophe_ambiguity,anti_hhi_allocator,2,8,0.62,0.12,0.62,0.18,1.0,1.0,1.0,1.0,1.0,80,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0458197362645751,1.0,0.954180263735425,1.0,0.6608989315811339,0.6565672115463911,0.6652306516158767,0.0,0.0,0.0458197362645751,0.17953963857592556,0.17621930149520518,0.18285997565664594,0.016345366573302458,0.015860079569971448,0.016830653576633468,0.5566117269430106,0.548325408885148,0.5648980450008733,0.44338827305689843,0.4351019549990356,0.45167459111476127,0.46627557158404354,0.44760020827272545,0.4849509348953616,0.9680683744495828,0.9670781433244766,0.969058605574689,0.07204568387482954,0.0645178768449543,0.07957349090470478,0.0,0.0,0.0,22.13651623020803,21.61235518202032,22.66067727839574,1.6030673568907268,1.5792114404908426,1.626923273290611,1.7811831493246602,1.7559308403992036,1.8064354582501168,0.322304198380185,0.31401057908696545,0.3305978176734045,0.0,0.0,0.0,1563.2,1551.6061402458026,1574.7938597541975,0.0,0.0,0.0,0.0,0.0,0.0,0.013962877509341678,0.012169654421255803,0.015756100597427554,8.6875,8.579504234143009,8.795495765856991,0.0,0.0,0.0,1563.2,1551.6061402458026,1574.7938597541975,1.0,1.0,1.0,0.005752833068959954,0.005545403204649595,0.005960262933270313,75438.92954427247,72308.33329899669,78569.52578954825,6254.605479618904,6065.3019547888625,6443.909004448945,1.0,1.0,1.0,0.19551007847089846,0.18602340109741167,0.20499675584438526,0.9483876134611189,0.9379255158978249,0.9588497110244129,1.0,1.0,1.0,1.0,1.0,1.0,0.015587883656153084,0.007075594470131655,0.024100172842174514,0.0,False
boundary,cap_tightness,1.8199999999999998,share=0.12;strength=0.62,boundary,B,2,W3_catastrophe_ambiguity,delayed_harm_throttle,2,8,0.62,0.12,0.62,0.18,1.0,1.0,1.0,1.0,1.0,80,4.0,4.0,4.0,0.5,0.5,0.5,13.0125,11.281582412984958,14.74341758701504,0.1375,0.07854633679551142,0.22967297199630554,0.0,0.0,0.0458197362645751,0.5427445073252982,0.5340417997271047,0.5514472149234917,0.0,0.0,0.0458197362645751,0.2591124432237276,0.24698224177397413,0.2712426446734811,0.21111247167415564,0.19928460110326743,0.22294034224504386,0.2065989459730206,0.18954582795754665,0.22365206398849452,0.7934010540220919,0.7763479360064007,0.8104541720377831,0.05175451728392324,0.04812556033332363,0.05538347423452285,0.9208774815429365,0.901921532786004,0.939833430299869,0.9340049576033385,0.9293985307196585,0.9386113844870184,0.7835603959880639,0.7732803658066333,0.7938404261694946,0.309207164924468,0.30390275210241513,0.31451157774652083,1.2838934351738058,1.2712762105437867,1.296510659803825,1.4451582991561147,1.431491243937339,1.4588253543748904,0.23162292838383552,0.23010846532718443,0.23313739144048662,0.9689649255543392,0.9660022970247383,0.9719275540839402,351.875,338.9859908193753,364.7640091806247,0.014530825886679621,0.01405921034917981,0.015002441424179433,0.810375,0.7845536572001505,0.8361963427998494,0.013308447024901322,0.012420953241179325,0.014195940808623318,3.0375,2.8582025754348486,3.2167974245651516,162.8375,153.09102242936916,172.58397757063085,351.875,338.9859908193753,364.7640091806247,1.0,1.0,1.0,0.14840904083071824,0.13817006575965313,0.15864801590178335,425.59232663120775,410.37963736583805,440.80501589657746,1022.0858204260146,1002.0705150575343,1042.101125794495,1.0,1.0,1.0,0.4228609488931899,0.38820323046532285,0.457518667321057,0.35620507926382866,0.32680315165094254,0.3856070068767148,1.0,1.0,1.0,0.999851175832829,0.9995594804651736,1.0001428712004843,0.0,0.0,0.0,0.0,False
boundary,cap_tightness,1.8199999999999998,share=0.12;strength=0.62,boundary,C,3,W3_catastrophe_ambiguity,anti_concentration_plus_delayed_harm_throttle,2,8,0.62,0.12,0.62,0.18,1.0,1.0,1.0,1.0,1.0,80,4.0,4.0,4.0,0.5,0.5,0.5,8.2625,6.8553548078566475,9.669645192143351,0.9125,0.8302301722291654,0.95696854535256,0.0,0.0,0.0458197362645751,0.4434953756139686,0.43583473345873663,0.4511560177692006,0.0,0.0,0.0458197362645751,0.20988652527820434,0.20221256058739231,0.21756048996901636,0.17606621174557002,0.16752927726642058,0.18460314622471946,0.13061506854419477,0.11812539825165631,0.14310473883673325,0.8693462587244822,0.856865542442971,0.8818269750059935,0.16424434621292255,0.15836278210196858,0.17012591032387653,0.9425980675340261,0.9297199821488277,0.9554761529192245,0.937153592584847,0.931768712057617,0.942538473112077,0.7666603180344238,0.7365262506379333,0.7967943854309143,0.32653501152764086,0.3215068585336435,0.3315631645216382,0.9073685693685046,0.8971730483517643,0.917564090385245,1.0324329809024166,1.0218686224796385,1.0429973393251948,0.200474235995786,0.19748377326983743,0.2034646987217346,0.960883618392209,0.9550221557793314,0.9667450810050867,429.2125,414.48991145328637,443.9350885467136,0.012300843195726325,0.011712849611441086,0.012888836780011563,0.49000000000000005,0.4565823619678834,0.5234176380321167,0.013869993267496725,0.013095788650546914,0.014644197884446536,1.875,1.6705750578769183,2.0794249421230817,122.075,113.19573920356322,130.95426079643678,429.2125,414.48991145328637,443.9350885467136,1.0,1.0,1.0,0.0844966330153505,0.07881277171931589,0.09018049431138511,14.541353031348473,-1.9427910415985092,31.025497104295454,1130.8134331144515,1103.1955700043957,1158.4312962245074,1.0,1.0,1.0,0.28221546904883776,0.2602898556465177,0.30414108245115784,0.22519839404171513,0.20366447974423502,0.24673230833919524,1.0,1.0,1.0,0.7890161472769607,0.7801504768276212,0.7978818177263002,0.0,0.0,0.0,0.0,True
boundary,cap_tightness,2.02,share=0.12;strength=0.82,boundary,A,1,W3_catastrophe_ambiguity,anti_hhi_allocator,2,8,0.82,0.12,0.62,0.18,1.0,1.0,1.0,1.0,1.0,80,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0458197362645751,1.0,0.954180263735425,1.0,0.6622810605076566,0.6575855743520844,0.6669765466632287,0.0,0.0,0.0458197362645751,0.1815792941741145,0.17804339470302516,0.18511519364520385,0.016718119358314843,0.016198508939456492,0.017237729777173194,0.5566906557926761,0.5480624867457654,0.5653188248395867,0.443309344207231,0.4346811751603199,0.4519375132541421,0.44005351548543514,0.4198854758215842,0.4602215551492861,0.9690368867658643,0.9681060098127732,0.9699677637189554,0.08294205747723597,0.07393960184479921,0.09194451310967273,0.0,0.0,0.0,21.792290157532655,21.309066328108322,22.275513986956987,1.4830972775744857,1.4615464643013274,1.504648090847644,1.6575806040648513,1.6339018776556036,1.681259330474099,0.31498332277302005,0.30689831537007667,0.3230683301759634,0.0,0.0,0.0,1577.4375,1566.0299238178627,1588.8450761821373,0.0,0.0,0.0,0.0,0.0,0.0,0.012018757838730623,0.01041435763102886,0.013623158046432386,8.6,8.481247838127606,8.718752161872393,0.0,0.0,0.0,1577.4375,1566.0299238178627,1588.8450761821373,1.0,1.0,1.0,0.005893605642207465,0.0056642003158568375,0.006123010968558092,73639.1754389949,70741.9567504382,76536.39412755161,6223.232829957986,6023.826212587312,6422.63944732866,1.0,1.0,1.0,0.20133766589429544,0.1912350959768973,0.21144023581169358,0.9493740756757431,0.93778936427293,0.9609587870785561,1.0,1.0,1.0,1.0,1.0,1.0,0.014413552144689843,0.006161948254483737,0.02266515603489595,0.0,False
boundary,cap_tightness,2.02,share=0.12;strength=0.82,boundary,B,2,W3_catastrophe_ambiguity,delayed_harm_throttle,2,8,0.82,0.12,0.62,0.18,1.0,1.0,1.0,1.0,1.0,80,4.0,4.0,4.0,0.5,0.5,0.5,13.0125,11.281582412984958,14.74341758701504,0.1375,0.07854633679551142,0.22967297199630554,0.0,0.0,0.0458197362645751,0.5427445073252982,0.5340417997271047,0.5514472149234917,0.0,0.0,0.0458197362645751,0.2591124432237276,0.24698224177397413,0.2712426446734811,0.21111247167415564,0.19928460110326743,0.22294034224504386,0.2065989459730206,0.18954582795754665,0.22365206398849452,0.7934010540220919,0.7763479360064007,0.8104541720377831,0.05175451728392324,0.04812556033332363,0.05538347423452285,0.9208774815429365,0.901921532786004,0.939833430299869,0.9340049576033385,0.9293985307196585,0.9386113844870184,0.7835603959880639,0.7732803658066333,0.7938404261694946,0.309207164924468,0.30390275210241513,0.31451157774652083,1.2838934351738058,1.2712762105437867,1.296510659803825,1.4451582991561147,1.431491243937339,1.4588253543748904,0.23162292838383552,0.23010846532718443,0.23313739144048662,0.9689649255543392,0.9660022970247383,0.9719275540839402,351.875,338.9859908193753,364.7640091806247,0.014530825886679621,0.01405921034917981,0.015002441424179433,0.810375,0.7845536572001505,0.8361963427998494,0.013308447024901322,0.012420953241179325,0.014195940808623318,3.0375,2.8582025754348486,3.2167974245651516,162.8375,153.09102242936916,172.58397757063085,351.875,338.9859908193753,364.7640091806247,1.0,1.0,1.0,0.14840904083071824,0.13817006575965313,0.15864801590178335,425.59232663120775,410.37963736583805,440.80501589657746,1022.0858204260146,1002.0705150575343,1042.101125794495,1.0,1.0,1.0,0.4228609488931899,0.38820323046532285,0.457518667321057,0.35620507926382866,0.32680315165094254,0.3856070068767148,1.0,1.0,1.0,0.999851175832829,0.9995594804651736,1.0001428712004843,0.0,0.0,0.0,0.0,False
boundary,cap_tightness,2.02,share=0.12;strength=0.82,boundary,C,3,W3_catastrophe_ambiguity,anti_concentration_plus_delayed_harm_throttle,2,8,0.82,0.12,0.62,0.18,1.0,1.0,1.0,1.0,1.0,80,4.0,4.0,4.0,0.5,0.5,0.5,8.4875,7.072493269461819,9.902506730538182,0.9375,0.8618967084664824,0.9730110223020145,0.0,0.0,0.0458197362645751,0.44337498313386214,0.4365180378435096,0.45023192842421467,0.0,0.0,0.0458197362645751,0.21587192088071525,0.20735729216504453,0.22438654959638596,0.18210400575931046,0.17276624257957765,0.19144176893904327,0.1288085453998906,0.11819636632186942,0.13942072447791176,0.8711914545974718,0.8605792755193409,0.8818036336756028,0.16226331374309316,0.15719955367461586,0.16732707381157047,0.954834366871429,0.9427178904458186,0.9669508432970394,0.9329278144763734,0.9280337391875354,0.9378218897652114,0.7658401026869812,0.7444484199133352,0.7872317854606272,0.3287589931220972,0.3245548275354442,0.33296315870875026,0.884287866024326,0.8756311522209373,0.8929445798277146,1.0093859970379195,1.001550617634342,1.017221376441497,0.2031621847031832,0.20042646980744186,0.20589789959892454,0.9590643490911468,0.9558385663647789,0.9622901318175147,435.05,420.31819887093474,449.7818011290653,0.01195395063052775,0.011352717926149631,0.012555183334905868,0.48075,0.4387520682998721,0.5227479317001279,0.014450598000056613,0.013754690760087056,0.01514650524002617,1.875,1.6618412667291809,2.088158733270819,116.5875,107.42775649317846,125.74724350682155,435.05,420.31819887093474,449.7818011290653,1.0,1.0,1.0,0.07851995668585278,0.07315012867440927,0.08388978469729629,17.500845279221643,3.4418859262900003,31.559804632153288,1162.0913517393224,1137.4161593891463,1186.7665440894984,1.0,1.0,1.0,0.2993165993417261,0.2749890887255241,0.32364410995792814,0.22208369896532862,0.20378683848598175,0.24038055944467548,1.0,1.0,1.0,0.7689459704559357,0.7614183932355978,0.7764735476762736,0.0,0.0,0.0,0.0,True
boundary,cap_tightness,2.25,share=0.18;strength=0.45,boundary,A,1,W3_catastrophe_ambiguity,anti_hhi_allocator,2,8,0.45,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,80,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0458197362645751,1.0,0.954180263735425,1.0,0.6672273390532896,0.6626552135709962,0.6717994645355829,0.0,0.0,0.0458197362645751,0.17852801204947294,0.1754216035725355,0.18163442052641038,0.01572109135568903,0.015229145625195457,0.016213037086182602,0.5729748069033413,0.5637269683472149,0.5822226454594678,0.42702519309657117,0.4177773545404447,0.43627303165269765,0.4878642414780474,0.4710472415340335,0.5046812414220613,0.9664275364656432,0.9653955343939266,0.9674595385373598,0.0731378698904606,0.06581868523496041,0.08045705454596079,0.0,0.0,0.0,23.478122354039392,22.905568780876255,24.05067592720253,1.758327771456802,1.735389377294965,1.781266165618639,1.9481449311949741,1.9216281035198943,1.974661758870054,0.3362495731526526,0.32837199961852115,0.344127146686784,0.0,0.0,0.0,1570.825,1558.2510806030896,1583.3989193969105,0.0,0.0,0.0,0.0,0.0,0.0,0.014909629228983182,0.013235877914850116,0.016583380543116248,8.675,8.56598885203913,8.784011147960872,0.0,0.0,0.0,1570.825,1558.2510806030896,1583.3989193969105,1.0,1.0,1.0,0.00575518405426079,0.005536156322795135,0.005974211785726446,82703.13354797642,79177.1563749549,86229.11072099795,6338.550011879608,6134.8710425489135,6542.228981210303,1.0,1.0,1.0,0.19261971696674812,0.18374426417549833,0.20149516975799792,0.9637646901682182,0.9544289561390736,0.9731004241973628,1.0,1.0,1.0,1.0,1.0,1.0,0.033312587156692004,0.020802849457823284,0.045822324855560724,0.0,False
boundary,cap_tightness,2.25,share=0.18;strength=0.45,boundary,B,2,W3_catastrophe_ambiguity,delayed_harm_throttle,2,8,0.45,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,80,4.0,4.0,4.0,0.5,0.5,0.5,13.0125,11.281582412984958,14.74341758701504,0.1375,0.07854633679551142,0.22967297199630554,0.0,0.0,0.0458197362645751,0.5427445073252982,0.5340417997271047,0.5514472149234917,0.0,0.0,0.0458197362645751,0.2591124432237276,0.24698224177397413,0.2712426446734811,0.21111247167415564,0.19928460110326743,0.22294034224504386,0.2065989459730206,0.18954582795754665,0.22365206398849452,0.7934010540220919,0.7763479360064007,0.8104541720377831,0.05175451728392324,0.04812556033332363,0.05538347423452285,0.9208774815429365,0.901921532786004,0.939833430299869,0.9340049576033385,0.9293985307196585,0.9386113844870184,0.7835603959880639,0.7732803658066333,0.7938404261694946,0.309207164924468,0.30390275210241513,0.31451157774652083,1.2838934351738058,1.2712762105437867,1.296510659803825,1.4451582991561147,1.431491243937339,1.4588253543748904,0.23162292838383552,0.23010846532718443,0.23313739144048662,0.9689649255543392,0.9660022970247383,0.9719275540839402,351.875,338.9859908193753,364.7640091806247,0.014530825886679621,0.01405921034917981,0.015002441424179433,0.810375,0.7845536572001505,0.8361963427998494,0.013308447024901322,0.012420953241179325,0.014195940808623318,3.0375,2.8582025754348486,3.2167974245651516,162.8375,153.09102242936916,172.58397757063085,351.875,338.9859908193753,364.7640091806247,1.0,1.0,1.0,0.14840904083071824,0.13817006575965313,0.15864801590178335,425.59232663120775,410.37963736583805,440.80501589657746,1022.0858204260146,1002.0705150575343,1042.101125794495,1.0,1.0,1.0,0.4228609488931899,0.38820323046532285,0.457518667321057,0.35620507926382866,0.32680315165094254,0.3856070068767148,1.0,1.0,1.0,0.999851175832829,0.9995594804651736,1.0001428712004843,0.0,0.0,0.0,0.0,False
boundary,cap_tightness,2.25,share=0.18;strength=0.45,boundary,C,3,W3_catastrophe_ambiguity,anti_concentration_plus_delayed_harm_throttle,2,8,0.45,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,80,4.0,4.0,4.0,0.5,0.5,0.5,7.1375,5.9424554335411655,8.332544566458836,0.8375,0.7415689513651669,0.9025027266562451,0.0,0.0,0.0458197362645751,0.4566609153993733,0.44744908598030203,0.4658727448184446,0.0,0.0,0.0458197362645751,0.23723728742445585,0.22209009004693456,0.25238448480197717,0.20113516742057205,0.18877314083631935,0.21349719400482475,0.11991934621967795,0.10912883460752044,0.13070985783183547,0.8800806537775406,0.8692901421652651,0.8908711653898161,0.16764827947164782,0.1623521233462688,0.17294443559702682,0.925041475011789,0.909715767827247,0.9403671821963311,0.9409082701127696,0.935190119243297,0.9466264209822421,0.75946390483293,0.7159247338679132,0.8030030757979468,0.3180580878769954,0.3112456651354201,0.3248705106185707,0.9229130325929804,0.9113831814763279,0.9344428837096329,1.0476131588109705,1.0335066548374474,1.0617196627844936,0.1928465627517325,0.18805248295777424,0.19764064254569078,0.9440595792424993,0.9265791037110573,0.9615400547739412,423.2875,409.94132466594016,436.6336753340599,0.012754726261309602,0.012089231969320663,0.01342022055329854,0.52675,0.47598818051210623,0.5775118194878939,0.013431197581141025,0.012557262681432094,0.014305132480849955,2.1125,1.886553894910615,2.3384461050893846,128.425,118.75784216299489,138.09215783700515,423.2875,409.94132466594016,436.6336753340599,1.0,1.0,1.0,0.08173218315980701,0.07630730374372534,0.08715706257588869,14.378918451345006,-3.4152264441007087,32.17306334679072,1115.172991886149,1088.2503230984596,1142.0956606738384,1.0,1.0,1.0,0.35631298386981336,0.316858688220168,0.3957672795194587,0.20675749348220335,0.18815316311641453,0.22536182384799217,1.0,1.0,1.0,0.802533071819983,0.7925071143272417,0.8125590293127243,0.0,0.0,0.0,0.0,True
boundary,cap_tightness,2.42,share=0.18;strength=0.62,boundary,A,1,W3_catastrophe_ambiguity,anti_hhi_allocator,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,80,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0458197362645751,1.0,0.954180263735425,1.0,0.6664328559457458,0.6620688300429319,0.6707968818485596,0.0,0.0,0.0458197362645751,0.18063475879426366,0.1774206838624045,0.18384883372612282,0.01589971752047254,0.015455860226885729,0.016343574814059354,0.5671973939303407,0.559215089065353,0.5751796987953285,0.43280260606957077,0.4248203012045826,0.44078491093455896,0.47580158527696514,0.45824465005232606,0.4933585205016042,0.9669014084745197,0.9659016889013858,0.9679011280476535,0.07665826965657087,0.06926432657126314,0.0840522127418786,0.0,0.0,0.0,23.090630097716172,22.61829517974035,23.562965015691994,1.7470689872559624,1.7266691844027395,1.7674687901091852,1.9325420020989899,1.9100491226666942,1.9550348815312855,0.329153510183739,0.32169181172489814,0.3366152086425799,0.0,0.0,0.0,1572.6125,1560.5438148075145,1584.6811851924854,0.0,0.0,0.0,0.0,0.0,0.0,0.01496448618435916,0.01312747063685189,0.016801501731866432,8.65,8.544819985534144,8.755180014465857,0.0,0.0,0.0,1572.6125,1560.5438148075145,1584.6811851924854,1.0,1.0,1.0,0.005736927679652834,0.005530372381180429,0.00594348297812524,80181.38527682691,77352.26622084287,83010.50433281096,6293.071736897154,6090.079509010129,6496.063964784178,1.0,1.0,1.0,0.1986389933804359,0.1894559221465526,0.20782206461431918,0.9630048176243493,0.9529057493342378,0.9731038859144608,1.0,1.0,1.0,1.0,1.0,1.0,0.020606189781546616,0.012586008284845058,0.028626371278248172,0.0,False
boundary,cap_tightness,2.42,share=0.18;strength=0.62,boundary,B,2,W3_catastrophe_ambiguity,delayed_harm_throttle,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,80,4.0,4.0,4.0,0.5,0.5,0.5,13.0125,11.281582412984958,14.74341758701504,0.1375,0.07854633679551142,0.22967297199630554,0.0,0.0,0.0458197362645751,0.5427445073252982,0.5340417997271047,0.5514472149234917,0.0,0.0,0.0458197362645751,0.2591124432237276,0.24698224177397413,0.2712426446734811,0.21111247167415564,0.19928460110326743,0.22294034224504386,0.2065989459730206,0.18954582795754665,0.22365206398849452,0.7934010540220919,0.7763479360064007,0.8104541720377831,0.05175451728392324,0.04812556033332363,0.05538347423452285,0.9208774815429365,0.901921532786004,0.939833430299869,0.9340049576033385,0.9293985307196585,0.9386113844870184,0.7835603959880639,0.7732803658066333,0.7938404261694946,0.309207164924468,0.30390275210241513,0.31451157774652083,1.2838934351738058,1.2712762105437867,1.296510659803825,1.4451582991561147,1.431491243937339,1.4588253543748904,0.23162292838383552,0.23010846532718443,0.23313739144048662,0.9689649255543392,0.9660022970247383,0.9719275540839402,351.875,338.9859908193753,364.7640091806247,0.014530825886679621,0.01405921034917981,0.015002441424179433,0.810375,0.7845536572001505,0.8361963427998494,0.013308447024901322,0.012420953241179325,0.014195940808623318,3.0375,2.8582025754348486,3.2167974245651516,162.8375,153.09102242936916,172.58397757063085,351.875,338.9859908193753,364.7640091806247,1.0,1.0,1.0,0.14840904083071824,0.13817006575965313,0.15864801590178335,425.59232663120775,410.37963736583805,440.80501589657746,1022.0858204260146,1002.0705150575343,1042.101125794495,1.0,1.0,1.0,0.4228609488931899,0.38820323046532285,0.457518667321057,0.35620507926382866,0.32680315165094254,0.3856070068767148,1.0,1.0,1.0,0.999851175832829,0.9995594804651736,1.0001428712004843,0.0,0.0,0.0,0.0,False
boundary,cap_tightness,2.42,share=0.18;strength=0.62,boundary,C,3,W3_catastrophe_ambiguity,anti_concentration_plus_delayed_harm_throttle,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,80,4.0,4.0,4.0,0.5,0.5,0.5,7.7125,6.368794525612576,9.056205474387426,0.8625,0.7703270280036946,0.9214536632044886,0.0,0.0,0.0458197362645751,0.44746764131192035,0.437867527562952,0.4570677550608887,0.0,0.0,0.0458197362645751,0.2271319847035683,0.2140407734299294,0.2402231959772072,0.1911818685490908,0.1790808931968802,0.2032828439013014,0.11596073990801378,0.10524218873526889,0.12667929108075868,0.8840392600892099,0.8733207089163479,0.8947578112620718,0.1687551558689167,0.16329647355615207,0.17421383818168135,0.9349285490282504,0.920643037974785,0.9492140600817158,0.9454580602698142,0.9399678952554176,0.9509482252842107,0.7910532213688389,0.7572840902969795,0.8248223524406983,0.3130530432740997,0.30709927692206074,0.3190068096261387,0.908953776212725,0.8961400818617541,0.9217674705636959,1.0323802291206092,1.0176893072639774,1.047071150977241,0.1916548292498662,0.1869297839191565,0.19637987458057593,0.9585626335073195,0.9489697090611642,0.9681555579534749,427.0,412.88689737078397,441.11310262921603,0.012341648192811885,0.01175610161368687,0.0129271947719369,0.5155000000000001,0.46581885827561964,0.5651811417243805,0.01321358366231872,0.012378600446831237,0.014048566877806203,2.05,1.8691624268905898,2.23083757310941,122.4375,113.97075516965629,130.9042448303437,427.0,412.88689737078397,441.11310262921603,1.0,1.0,1.0,0.08124098366183183,0.07588631727294008,0.08659565005072357,-7.027743923554927,-24.058410530790205,10.002922683680353,1146.23665385893,1120.765308201299,1171.707999516561,1.0,1.0,1.0,0.3314882102641634,0.294084749482338,0.36889167104598886,0.1999323101862307,0.18145204954356708,0.21841257082889431,1.0,1.0,1.0,0.7903945880110652,0.7792522450971775,0.8015369309249529,0.0,0.0,0.0,0.0,True
